name,hp,average_price,age,converted_retreat_cost,pokedex_nr,type,damage,converted_energy_cost,resistance,weakness
Hariyama,80,0.25,6962,1,297,5,30,2.5,80,160
Unown [W],40,4.89,8120,1,201,10,10,1.0,40,80
Dark Gyarados,70,8.35,8795,2,130,11,30,3.0,100,140
Reshiram,130,1.83,4777,2,643,6,70,2.5,130,260
Hippowdon,110,0.36,6232,3,450,5,50,3.5,130,130
Cradily,120,0.9,5774,3,346,7,40,2.0,120,150
Jolteon,70,6.77,9108,1,135,8,15,2.5,70,140
Team Aqua's Lanturn,80,0.38,7388,1,171,8,50,3.0,110,160
Riolu,70,4.14,1735,1,447,5,5,0.5,70,140
Machamp,130,2.16,5682,2,68,5,43,2.3333333333333335,130,160
M Blastoise-EX,220,10.39,3013,3,9,11,180,4.0,220,440
Luxray,140,0.45,3669,1,405,8,80,2.5,160,280
Bronzong,90,14.23,3876,3,437,9,60,3.0,110,180
Flareon,110,0.46,1287,2,136,6,100,3.0,110,220
Slowbro,100,0.18,3032,2,80,11,5,0.5,100,200
Magmortar,130,0.26,1756,3,467,6,85,2.5,130,260
Ampharos,100,3.23,7799,2,181,8,35,2.0,100,200
Wailord,180,0.55,4950,4,321,11,25,2.0,180,360
Poliwag,60,0.04,2759,1,60,11,30,2.0,60,120
Unown [X],50,9.57,8120,1,201,10,10,1.0,50,100
Pignite,110,0.08,1665,4,499,6,45,2.5,110,220
Swampert,120,1.34,6505,2,260,5,60,3.0,120,240
M Alakazam-EX,210,6.42,2943,1,65,10,10,2.0,210,420
Simisear,90,0.27,4649,1,514,6,50,2.5,90,180
Silcoon,80,0.07,2029,3,266,7,10,0.5,80,160
Basculin,80,0.13,4488,1,550,11,25,1.0,80,160
_____'s Pikachu,50,119.57,9093,1,25,8,30,2.0,50,100
Blastoise-EX,180,5.02,2759,3,9,11,75,2.5,180,360
Farfetch'd,50,0.86,9266,1,83,1,30,2.0,80,100
Whiscash,90,4.4,7051,2,340,5,35,1.5,90,180
Zamazenta V,230,1.22,1651,2,889,9,130,3.0,260,460
Oshawott,60,0.04,2850,1,501,11,30,2.0,60,120
Metang,80,1.44,7296,2,375,9,15,1.0,110,160
Beautifly,130,0.39,2029,1,267,7,15,0.5,130,260
Zygarde,140,0.17,1336,3,718,5,80,2.5,140,280
Vanillite,60,0.12,4488,1,582,11,15,1.5,60,120
Dhelmise,100,0.15,1756,1,781,7,20,1.0,100,200
Eelektrik,80,0.15,3935,1,603,8,25,1.5,80,160
Applin,40,0.05,1483,1,840,7,0,0.0,40,80
Minun,60,0.5,6048,1,312,8,20,1.0,80,70
Psyduck,70,0.1,2666,2,54,11,0,0.0,70,140
Gyarados,130,2.01,5682,3,130,11,57,2.3333333333333335,150,160
Team Aqua's Electrike,50,0.89,7388,1,309,8,5,1.0,80,100
Joltik,30,0.13,3487,1,595,8,15,1.5,50,60
Lt. Surge's Raichu,70,10.73,8683,2,26,8,65,3.0,70,140
Ninetales,70,1.96,6320,1,38,6,35,2.5,70,140
Torchic,60,0.08,1378,1,255,6,5,0.5,60,120
Mamoswine,180,0.2,2393,4,473,11,75,3.5,180,360
Frogadier,80,0.19,2211,1,657,11,20,1.0,80,160
Misty's Cloyster,70,4.95,8683,2,91,11,20,3.0,70,140
Mawile,70,2.98,5956,1,303,9,10,1.0,90,80
Woobat,60,5.95,4360,1,527,10,20,2.0,60,120
Seismitoad,140,1.17,4572,3,537,11,50,2.5,140,280
Growlithe,60,26.09,9266,1,58,6,20,2.0,60,120
Espeon,70,13.68,8392,1,196,10,20,2.5,70,140
Croconaw,90,0.08,2421,3,159,11,60,3.0,90,180
Turtonator,130,0.15,1567,3,776,6,90,3.0,130,260
Zapdos,80,80.5,7799,2,145,8,35,2.5,110,160
Salazzle-GX,200,1.46,2483,2,758,6,53,1.3333333333333333,200,400
Tepig,80,0.05,1665,2,498,6,25,2.0,80,160
Sceptile,100,1.46,7632,3,254,7,50,3.0,130,200
Hypno,90,3.98,8035,2,97,10,15,1.5,90,180
Snubbull,70,0.29,3849,2,209,4,20,2.0,90,140
Torchic,70,0.07,2120,1,255,6,15,1.5,70,140
Rotom,70,0.07,3207,1,479,8,10,0.5,90,140
Seismitoad,140,0.54,4033,3,537,11,55,3.0,140,280
Dewott,90,0.05,2850,2,502,11,30,2.0,90,180
Remoraid,60,0.04,2393,1,223,11,30,2.0,60,120
Thundurus-EX,170,3.4,3305,2,642,8,90,2.5,190,340
Raikou,70,71.66,7682,1,243,8,40,3.0,70,140
Walrein,140,0.5,4299,4,365,11,70,3.5,140,280
Ludicolo,90,15.0,7540,2,272,11,30,3.0,90,180
Buizel,70,0.08,4299,1,418,11,10,1.0,70,140
Natu,50,0.05,3305,1,177,10,10,1.0,50,100
Lickitung δ,60,0.57,6413,1,108,10,0,0.0,60,120
Lycanroc,120,0.22,1336,2,745,5,90,2.0,120,240
Forretress,80,5.29,8392,3,205,9,30,3.0,110,160
Vanillite,60,0.07,4033,1,582,11,20,2.0,60,120
Team Aqua's Carvanha,50,1.0,3347,1,318,2,10,1.0,50,100
Lucario,110,5.39,1735,1,448,5,70,2.0,110,220
Unown,60,0.18,3207,1,201,10,10,1.0,60,120
Haunter,60,14.95,9266,1,93,10,25,1.0,90,60
Seismitoad-EX,180,2.0,3571,3,537,11,80,2.5,180,360
Dunsparce,50,0.77,6686,1,206,1,0,0.0,50,100
Cherrim,80,0.15,5125,1,421,7,30,1.0,100,160
Vanilluxe,130,0.99,4488,2,584,11,60,3.0,130,260
Darmanitan,130,0.3,1847,3,555,6,55,1.0,130,260
Rhydon,90,34.9,7682,2,112,5,65,4.0,120,180
Rain Castform,60,0.68,7296,1,351,11,10,1.0,60,120
Ivysaur,60,4.84,9266,1,2,7,25,3.0,60,120
Dark Machamp,70,5.19,8795,3,68,5,15,1.0,70,140
Floatzel,90,0.1,4299,1,419,11,40,1.5,90,180
Delcatty,80,0.63,5774,1,301,1,30,1.0,80,100
Drilbur,70,10.0,4360,2,529,5,10,2.0,90,140
Yanma,70,2.73,7143,1,193,7,10,0.5,100,140
Pikachu,40,12.28,9093,1,25,8,25,1.5,40,80
Camerupt-EX,180,2.4,3396,4,323,6,40,3.0,180,360
Kangaskhan,90,5.4,9108,3,115,1,10,2.0,120,180
Feraligatr,160,0.08,2421,3,160,11,105,3.5,160,320
Milotic,120,0.21,2085,1,350,11,35,2.0,120,240
Crawdaunt,90,1.4,5774,2,342,11,25,1.5,110,110
Shiftry,120,0.96,7553,2,275,7,30,2.0,120,240
Fennekin,50,0.05,3123,1,653,6,10,2.0,50,100
Clauncher,60,0.07,2211,1,692,11,10,1.0,60,120
Slowbro,100,0.17,4397,3,80,11,80,2.0,100,200
Vanillish,80,0.07,4033,1,583,11,20,2.0,80,160
Numel,90,0.07,1756,4,322,6,45,2.5,90,180
Graveler,80,0.78,7486,3,75,5,30,2.5,80,160
Cubchoo,70,0.05,3571,2,613,11,25,2.0,70,140
Steelix,100,1.02,7553,4,208,9,5,1.5,130,200
Dragonair,80,0.67,4950,1,148,1,20,1.5,80,160
Charmander,70,0.1,1287,1,4,6,15,1.0,70,140
Meganium,100,46.36,7921,2,154,7,40,4.0,130,200
Lt. Surge's Electabuzz,60,4.68,8683,2,125,8,10,1.0,60,120
Heracross E4,90,0.92,5486,2,214,7,25,1.0,90,180
Spheal,60,0.08,4299,2,363,11,10,2.0,60,120
Delphox-EX,170,2.48,3876,2,655,6,50,2.5,170,340
Pinsir,60,4.32,8855,1,127,7,35,3.0,60,120
Torchic,50,0.05,2120,1,255,6,30,1.0,50,100
Glaceon,90,3.46,5866,1,471,11,45,2.5,90,110
Medicham,80,0.91,6505,1,308,5,35,2.5,80,160
Darumaka,70,0.06,4649,2,554,6,20,2.0,70,140
Combusken,80,0.09,3396,1,256,6,25,1.5,80,160
Koffing,60,0.06,2943,2,109,10,0,0.0,60,120
Victini,70,0.78,1665,1,494,6,30,2.0,70,140
Mismagius,80,1.5,4852,1,429,10,30,1.5,100,160
Palpitoad,80,0.29,4572,2,536,11,20,2.0,80,160
Heracross,80,0.3,6232,2,214,7,20,1.5,80,100
Totodile,70,0.08,2421,1,158,11,15,1.5,70,140
Ho-Oh,80,2.03,6870,2,250,6,10,1.0,80,160
Rayquaza δ,80,8.84,6597,2,384,6,25,2.5,80,160
Magikarp,30,0.12,1938,1,129,11,0,0.0,30,60
Simisear,90,0.44,3123,1,514,6,5,1.0,90,180
Unown [H],40,11.96,8120,1,201,10,10,1.0,40,80
Flaaffy,80,0.63,7486,1,180,8,15,1.0,110,160
Forretress,80,1.59,7486,2,205,9,20,1.5,110,160
Vanillish,80,0.1,4488,2,583,11,35,2.0,80,160
Charizard,170,6.03,1287,3,6,6,100,2.0,170,340
Jynx,100,0.08,1735,1,124,10,20,1.5,100,200
Fearow,80,0.5,7204,1,22,1,30,2.5,110,160
Alolan Sandslash,120,0.27,2302,1,28,11,60,1.5,120,240
Zoroark,100,2.69,4832,1,571,2,40,2.0,120,200
Weezing,110,0.15,2943,3,110,10,40,1.5,110,220
Empoleon FB,90,1.55,5391,2,395,11,30,2.5,90,180
Pelipper δ,70,0.48,6505,1,279,8,30,2.5,100,140
Feebas,30,0.21,2085,1,349,11,10,1.0,30,60
Luxio,80,0.12,3669,1,404,8,30,2.0,100,160
Eelektross,140,0.93,3935,3,604,8,40,3.0,140,280
Hippowdon,100,0.78,5866,3,450,5,35,1.5,100,120
Greninja-EX,170,4.43,3876,1,658,11,60,1.5,170,340
Snorlax,90,6.06,8855,4,143,1,30,4.0,120,180
Gyarados,150,4.68,1938,4,130,11,65,2.0,150,300
Galvantula,80,0.46,3487,1,596,8,30,1.5,100,160
Greninja-GX,230,2.28,2211,2,658,11,55,1.5,230,460
Blaine's Charmeleon,70,4.92,8620,2,5,6,15,1.0,70,140
Rockruff,70,0.04,1336,1,744,5,10,1.0,70,140
Magmar,80,0.06,1756,2,126,6,10,1.0,80,160
Whismur,50,1.33,7540,1,293,1,5,0.5,50,100
Slowpoke,70,0.08,3032,2,79,11,5,0.5,70,140
Gyarados,130,1.4,3851,3,130,11,70,3.5,130,260
Mr. Mime,70,1.47,4852,1,122,10,10,2.0,70,140
Blastoise,140,7.02,4215,4,9,11,60,4.0,140,280
Slowking,80,2.15,6779,1,199,11,20,2.0,80,160
Alolan Vulpix,60,0.18,2302,1,37,11,5,0.5,60,120
Graveler,80,0.72,7486,3,75,5,5,0.5,80,160
Articuno,120,2.5,3851,2,144,11,65,3.5,140,240
Drifloon,70,0.1,3935,2,425,10,0,0.0,70,140
Blaziken,170,0.37,1378,2,257,6,130,3.0,170,340
Pichu,50,2.56,6320,1,172,8,0,0.0,50,100
Electrike,60,0.03,3305,1,309,8,10,1.0,80,120
Poipole,70,1.82,1735,1,803,10,0,0.0,70,140
Zapdos,70,5.94,9093,1,145,8,30,3.0,100,70
Gengar,110,12.38,6232,1,94,10,0,0.0,130,140
Tympole,60,0.14,4572,1,535,11,15,1.5,60,120
Flareon,70,6.73,9108,1,136,6,35,3.0,70,140
Pichu,40,1.24,7553,1,172,8,0,0.0,40,80
Farfetch'd,70,2.15,7204,1,83,1,5,0.5,100,140
Carvanha,50,0.04,2575,1,318,11,10,1.0,50,100
Corsola,90,0.19,2085,1,222,11,0,0.0,90,180
Jynx δ,60,0.65,6413,1,124,6,30,2.0,60,120
Weezing,120,0.17,1735,3,110,10,40,1.0,120,240
Grumpig,70,0.5,6962,1,326,10,20,1.0,70,140
Charmeleon,90,0.09,1287,2,5,6,40,1.5,90,180
Raichu,80,212.5,7682,1,26,8,25,1.5,80,160
Vileplume,100,9.0,7799,2,45,7,20,1.5,100,200
Team Aqua's Mightyena,100,2.45,3347,1,262,2,55,2.5,120,200
Sunflora,80,1.06,5216,1,192,7,40,3.0,100,160
Hippowdon,110,0.31,5486,4,450,5,50,2.5,130,130
Manectric,90,0.07,3305,1,310,8,20,1.0,110,180
Blastoise-EX,180,9.43,3013,3,9,11,80,3.5,180,360
Cascoon,70,1.28,6686,2,268,7,20,2.0,70,140
Honedge,60,0.4,3849,2,679,9,30,2.0,80,120
Bellossom,100,0.58,5774,1,182,7,35,1.5,120,130
Slowpoke,70,0.11,4397,3,79,11,10,1.0,70,140
Typhlosion,130,2.65,5216,1,157,6,85,2.5,130,260
Darumaka,80,0.17,1847,2,554,6,15,1.5,80,160
Omastar,110,1.41,6320,2,139,11,15,1.0,110,220
Blaziken,140,2.81,3396,1,257,6,50,1.0,140,280
Zapdos,80,9.65,8992,2,145,8,40,4.0,110,80
Ninetales,70,1.88,7296,1,38,6,35,2.5,70,140
Team Magma's Mightyena,100,3.04,3347,1,262,2,55,2.5,120,200
Flying Pikachu,40,15.28,9093,1,25,8,20,2.0,70,40
Flapple,80,0.5,1483,1,841,7,60,2.0,80,160
Qwilfish,60,2.38,7143,1,211,11,10,2.0,60,120
Darmanitan,100,0.31,4649,3,555,6,45,3.0,100,200
M Blastoise-EX,220,7.62,2759,3,9,11,120,3.0,220,440
Cascoon,70,0.08,2029,2,268,7,15,1.0,70,140
Starmie,70,3.61,8280,1,121,10,5,0.5,70,140
Pikachu,70,29.26,1651,1,25,8,45,2.5,70,140
Jynx,70,2.89,8035,2,124,10,15,2.0,70,140
Combusken,80,0.15,2120,1,256,6,55,2.5,80,160
Sudowoodo,60,4.19,8280,3,185,5,20,2.0,60,120
Blaine's Dodrio,70,2.27,8620,1,85,1,50,2.0,100,140
Regice,80,4.71,6597,2,378,11,40,3.0,80,160
Hypno,80,0.71,7204,1,97,10,20,2.0,80,160
Donphan,80,1.27,7051,1,232,5,25,1.5,80,160
Dark Hypno,60,4.11,8795,2,97,10,20,2.0,60,120
Lapras,130,0.64,1938,3,131,11,5,0.5,130,260
Oshawott,60,0.09,4777,1,501,11,15,1.5,60,120
Wailmer,120,0.05,2575,3,320,11,45,3.0,120,240
Flareon,90,2.29,5027,1,136,6,60,2.0,90,180
Sceptile,120,0.81,5314,2,254,7,40,2.5,140,150
Team Aqua's Manectric,80,0.6,7388,1,310,8,35,2.5,110,160
Arbok,60,1.12,8992,2,24,7,15,2.0,60,120
Dustox,140,0.25,2029,2,269,7,70,2.0,140,280
Blastoise-EX,180,4.43,3760,3,9,11,75,2.5,180,360
Lopunny,80,1.19,6232,1,428,1,15,1.5,80,100
Appletun,90,0.7,1483,3,842,7,70,2.0,90,180
Panpour,70,0.06,4649,1,515,11,10,1.0,70,140
Scorbunny,60,0.09,1567,1,813,6,30,1.0,60,120
Emboar,170,0.27,1665,4,500,6,160,4.0,170,340
Gyarados G,110,1.6,5580,3,130,11,50,2.0,110,220
Samurott,140,0.39,2850,2,503,11,65,2.5,140,280
Kingler,80,1.27,7204,2,99,11,15,1.0,80,160
Sceptile,130,0.58,5314,1,254,7,50,2.0,150,160
Regirock,80,1.73,6597,2,377,5,40,3.0,80,160
Snow-cloud Castform,70,1.1,6779,2,351,11,20,2.0,70,140
Nincada,40,0.09,2029,1,290,7,10,1.0,40,80
Granbull,100,0.4,3849,3,210,4,40,2.5,120,200
Braixen,80,0.14,3123,1,654,6,70,3.0,80,160
Natu,40,0.11,3305,1,177,10,10,2.0,40,80
Mewtwo-GX,180,3.6,1735,2,150,10,115,3.0,180,360
Articuno,110,3.22,1938,2,144,11,70,2.0,130,220
Qwilfish,90,0.04,2421,1,211,11,10,1.0,90,180
Ninetales,80,36.13,7921,1,38,6,0,0.0,80,160
Arcanine,90,9.41,7799,3,59,6,30,3.0,90,180
Magnezone-EX,180,3.0,3669,3,462,8,20,1.0,200,360
Polteageist V,170,2.25,1651,1,855,10,100,3.0,200,340
Milotic,90,1.16,5956,2,350,11,50,3.0,90,110
Kabutops,60,5.43,8035,1,141,5,35,3.0,60,120
Frillish,80,0.15,4488,2,592,11,0,0.0,80,160
Poliwhirl,80,0.06,2759,1,61,11,40,2.5,80,160
Horsea,60,0.18,3396,1,116,11,0,0.0,60,120
Mantine δ,50,0.9,6413,1,226,8,10,1.0,50,100
Skarmory,80,1.08,4852,1,227,9,20,1.5,100,160
Dunsparce,60,0.27,5125,1,206,1,10,1.0,60,120
Slowking,100,0.45,3032,2,199,11,40,2.0,100,200
Piplup,60,0.08,2302,1,393,11,0,0.0,60,120
Wailord,200,0.24,2575,4,321,11,60,3.5,200,400
Tirtouga,90,0.65,4572,3,564,11,45,2.5,90,180
Psyduck,60,0.39,4215,1,54,11,0,0.0,60,120
Oshawott,60,0.18,4777,1,501,11,20,2.0,60,120
Cloyster,50,0.94,8992,2,91,11,30,2.0,50,100
Mr. Mime,40,3.77,9108,1,122,10,10,2.0,40,80
Umbreon,80,4.67,7553,1,197,2,25,2.0,110,160
Dark Magneton,60,4.67,8795,2,82,8,25,2.0,60,120
Slowking,80,1.67,4852,2,199,10,30,2.0,80,160
Buzzwole,130,5.1,1735,2,794,5,55,2.0,130,260
Jellicent,120,0.68,4488,2,593,11,15,1.5,120,240
Carracosta,140,1.58,4572,4,565,11,80,4.0,140,280
Shellder,60,0.04,3032,2,90,11,10,1.0,60,120
Shellder,60,0.1,3760,1,90,11,20,2.0,60,120
Snorunt,60,0.07,2575,2,361,11,15,1.5,60,120
Spoink,60,0.07,2943,1,325,10,30,1.0,60,120
Surfing Pikachu,50,15.49,9093,1,25,8,30,2.0,50,100
Magneton,80,2.75,8035,2,82,8,60,3.0,80,160
Grovyle,70,1.02,7486,1,253,7,10,2.0,100,140
Psyduck,70,0.29,4215,3,54,11,0,0.0,70,140
Seadra,80,0.12,3396,1,117,11,20,1.5,80,160
Brock's Graveler,70,2.8,8620,2,75,5,35,2.5,70,140
Team Magma's Zangoose,90,2.25,3347,1,335,1,10,1.5,90,180
Luxray,160,28.56,1651,1,405,8,90,1.5,160,320
Grumpig,100,0.13,2943,2,326,10,25,1.0,100,200
Seaking,90,0.1,3123,2,119,11,25,1.0,90,180
Cloyster,100,0.62,3760,3,91,11,30,2.5,100,200
Clawitzer,100,0.4,2850,2,693,11,60,3.0,100,200
Basculin,80,0.13,4649,1,550,11,5,0.5,80,160
Electrode,80,0.17,4950,1,101,8,30,2.0,100,160
Oricorio,90,0.18,2120,1,741,6,35,1.5,110,180
Relicanth,70,0.73,6597,1,369,11,20,2.0,70,140
Lickilicky,120,0.64,5580,4,463,1,30,2.0,120,140
Palpitoad,80,0.11,4299,1,536,11,25,1.5,80,160
Blissey,130,0.41,5216,3,242,1,45,2.0,130,260
Honchkrow,90,0.91,5391,1,430,2,30,3.0,110,110
Zorua,60,3.43,1735,1,570,2,15,1.5,80,120
Roserade,90,0.27,5682,1,407,10,25,1.5,90,110
Wishiwashi,30,0.21,2085,1,746,11,20,1.0,30,60
Ekans,70,0.04,1336,1,23,2,20,1.5,70,140
Raboot,90,0.08,1567,1,814,6,45,2.0,90,180
Munchlax,60,3.1,6232,2,446,1,30,1.0,60,70
Helioptile,50,0.09,3487,1,694,8,20,2.0,70,100
Kadabra,60,10.45,9266,3,64,10,25,1.5,60,120
Shuppet,60,0.04,3305,1,353,10,0,0.0,80,120
Litleo,70,0.03,1665,2,667,6,15,1.5,70,140
Pinsir,60,4.16,9108,1,127,7,35,3.0,60,120
Arbok,120,0.07,1336,1,24,2,50,1.5,120,240
Ducklett,60,0.12,4649,1,580,11,10,1.0,80,120
Gyarados,120,4.84,6140,3,130,11,80,4.0,140,150
Golduck,70,1.55,8992,1,55,11,15,2.0,70,140
M Slowbro-EX,220,3.85,2759,3,80,11,100,3.0,220,440
Staryu,60,0.07,3760,1,120,11,30,2.0,60,120
Articuno-GX,170,4.96,2120,2,144,11,65,1.5,170,340
Vespiquen,120,0.04,2029,2,416,7,120,1.0,120,240
Grotle,90,0.23,5125,2,388,7,40,2.5,110,180
Haunter,70,0.54,6686,1,93,10,0,0.0,100,140
Blaziken-GX,240,3.93,2120,1,257,6,90,1.6666666666666667,240,480
Sharpedo,70,1.11,7632,1,319,11,40,3.0,70,140
Rockruff,70,1.8,1735,1,744,5,50,2.0,70,140
Turtonator,130,0.1,2483,3,776,6,50,2.5,130,260
Rolycoly,70,0.04,1336,2,837,5,10,1.0,70,140
Team Aqua's Mightyena,80,0.35,7388,1,262,2,15,1.0,110,160
Mamoswine,140,1.56,5682,5,473,5,45,3.5,160,170
Gloom,80,0.32,5027,1,44,7,30,2.0,80,160
M Blastoise-EX,220,12.49,3760,3,9,11,120,3.0,220,440
Lotad,60,0.13,4124,1,270,11,20,2.0,60,120
Uxie,60,0.56,3935,1,480,10,0,0.0,60,120
Vanilluxe,130,0.4,4033,1,584,11,50,1.5,130,260
Clawitzer,100,0.33,2211,2,693,11,0,0.0,100,200
Poliwag,60,0.09,2666,1,60,11,20,2.0,60,120
Starmie δ,70,3.12,6779,1,121,11,35,2.0,70,140
Beartic,130,0.4,3571,4,614,11,50,3.0,130,260
Electabuzz,70,0.68,4950,2,125,8,35,2.0,90,140
Deoxys Attack Forme,80,1.34,5774,2,386,10,80,3.0,80,160
Poliwrath,140,3.52,2759,2,62,11,65,2.0,140,280
Torkoal,120,0.12,2120,3,324,6,55,2.5,120,240
Dark Ariados,70,7.62,7143,1,168,7,0,0.0,70,140
Volcanion,120,0.56,1847,2,721,6,25,1.0,120,240
Piplup,70,0.14,2302,1,393,11,15,1.5,70,140
Quagsire δ,80,1.24,6413,1,195,7,50,3.0,80,160
Tympole,50,0.06,4299,1,535,11,10,1.0,50,100
Goldeen,60,0.09,3123,1,118,11,20,1.0,60,120
Grumpig,80,0.39,7051,1,326,10,35,2.5,80,160
Shellder,60,0.04,3013,1,90,11,20,2.0,60,120
Mamoswine GL,100,0.5,5486,4,473,11,60,4.0,120,200
Purrloin,60,14.0,4360,1,509,2,20,2.0,80,120
Ninetales,120,0.39,1483,1,38,6,60,2.0,120,240
Beldum,50,12.5,7540,2,374,9,30,2.0,80,100
Flaaffy,70,0.86,8280,1,180,8,25,2.0,70,140
Mesprit,60,1.15,3935,1,481,10,30,3.0,60,120
Staryu,60,0.31,3396,1,120,11,20,1.0,60,120
Chansey,90,1.63,8120,2,113,1,50,2.5,120,180
Heatran-GX,190,1.9,1756,3,485,6,90,2.0,190,380
Brock's Primeape,70,2.98,8620,1,57,5,60,3.0,70,140
Deoxys Defense Forme,100,1.22,5774,2,386,10,40,3.0,100,200
Mr. Mime E4,70,0.36,5486,1,122,10,15,1.0,70,140
Glalie,90,0.65,6140,2,362,11,50,3.0,90,110
Vanillite,50,0.09,4572,1,582,11,10,1.0,50,100
Kyogre-EX,170,6.95,4397,4,382,11,15,1.0,170,340
Kirlia,70,0.51,6962,1,281,10,35,2.5,70,140
Simisear,100,0.04,1378,1,514,6,70,2.0,100,200
Wobbuffet,80,0.45,6320,2,202,10,50,3.0,80,160
Lombre,70,0.55,7051,1,271,11,20,2.0,70,140
Primeape,90,0.48,5956,1,57,5,50,3.0,90,110
Popplio,70,1.0,2666,1,728,11,15,1.5,70,140
Ludicolo,130,0.5,4124,3,272,11,70,3.0,130,260
Combee,40,0.06,2029,1,415,7,0,0.0,40,80
Ninetales V,200,2.02,1483,2,38,6,90,2.0,200,400
Houndour,50,11.3,8392,1,228,6,15,1.5,50,100
Empoleon,140,1.63,3851,2,395,11,60,2.5,140,280
Bronzong,90,0.08,5314,3,437,9,25,1.5,110,110
Charmeleon δ,70,1.2,6505,1,5,8,35,2.5,70,140
Aron,50,0.63,7632,1,304,9,15,1.5,80,100
Dark Vileplume,60,5.31,8795,2,45,7,30,3.0,60,120
Marshtomp,90,0.25,3396,3,259,11,35,2.5,90,180
Phione,70,0.8,5866,1,489,11,15,1.0,70,80
Torracat,80,0.11,1847,1,726,6,20,1.0,80,160
Blissey,120,1.9,7799,2,242,1,50,3.0,120,240
Team Magma's Houndoom,70,0.62,7388,1,229,6,35,2.5,70,140
Kakuna,80,0.18,5125,2,14,7,0,0.0,80,160
Brock's Sandslash,70,3.44,8620,1,28,5,25,2.0,100,140
Luvdisc,70,0.48,5580,1,370,11,15,0.5,70,80
Zubat,50,0.05,3487,1,41,10,0,0.0,70,100
Lucario C,90,4.5,5391,2,448,5,25,2.0,90,180
Starmie,90,0.52,3760,1,121,11,30,1.5,90,180
Charmeleon,80,0.34,5314,1,5,6,40,2.5,80,100
Kyurem-EX,180,3.4,4488,3,646,11,90,3.5,180,360
Dusclops,80,0.06,3669,2,356,10,0,0.0,100,160
Golett,90,0.08,3207,3,622,10,30,2.0,110,180
Golem,80,1.67,8992,4,76,5,80,4.0,80,160
Machoke,80,1.6,9266,3,67,5,55,3.5,80,160
Vanilluxe,130,0.85,4572,2,584,11,50,2.0,130,260
Muk,100,0.23,5027,3,89,10,25,1.5,100,200
Empoleon,160,0.22,2302,2,395,11,55,2.5,160,320
Pachirisu,70,1.66,6232,1,417,8,10,0.5,90,90
Togepi,30,2.65,9093,1,175,1,0,0.0,60,30
Scizor,100,0.95,5682,1,212,7,35,2.0,100,120
Dewott,80,0.95,3851,1,502,11,30,2.0,80,160
Golurk,130,0.58,3207,4,623,10,80,4.0,150,260
Scyther,60,1.54,7204,1,123,7,10,2.0,60,120
Rocket's Snorlax,90,15.65,8683,4,143,1,20,3.0,120,180
Beartic,120,0.44,4488,3,614,11,50,2.5,120,240
Trapinch,60,0.21,2085,1,328,5,20,1.0,60,120
Alolan Geodude,70,0.11,1938,3,74,8,25,1.5,90,140
Lurantis,100,0.73,2666,2,754,7,80,3.0,100,200
Poliwrath,100,21.11,7921,2,62,11,40,4.0,100,200
Vanillite,50,0.06,2575,1,582,11,10,1.0,50,100
Palkia,130,0.37,2421,2,484,11,65,2.5,130,260
Guzzlord,160,2.36,1735,4,799,2,160,4.0,180,320
Dark Dragonair,80,3.44,7143,1,148,2,20,1.5,110,160
Poliwrath,150,1.27,2666,3,62,11,55,2.0,150,300
Umbreon,70,849.0,7682,1,197,2,10,2.0,100,140
Tangrowth,110,0.93,4852,4,465,7,25,2.0,130,220
Aurorus,160,2.78,2211,4,699,11,100,3.5,160,320
Bellossom,90,4.37,7799,2,182,7,30,3.0,120,180
Graveler,100,0.05,1735,3,75,5,15,1.0,100,200
Noctowl,90,0.36,6232,1,164,1,15,1.5,110,110
Corsola,60,0.37,5216,1,222,11,10,1.0,60,120
Tropius δ,70,2.11,6413,1,357,9,10,1.0,70,140
Lombre,70,0.35,7051,1,271,11,20,2.0,70,140
Seismitoad,140,0.35,4299,2,537,11,65,3.5,140,280
Samurott,140,1.16,4777,2,503,11,55,2.5,140,280
Phione,70,0.79,3851,1,489,11,10,0.5,70,140
Clauncher,60,0.04,3571,1,692,11,15,1.5,60,120
Kricketune,80,0.35,6140,2,402,7,30,2.0,80,100
Tsareena,140,0.45,2666,2,763,7,80,3.0,140,280
Charmeleon,80,1.97,8855,1,5,6,40,3.0,80,160
Wailmer,100,0.03,1287,3,320,11,10,3.0,100,200
Kabuto,60,1.03,6686,2,140,5,20,2.0,60,120
Arcanine,130,0.47,1483,2,59,6,130,3.0,130,260
Magnemite,60,1.71,1735,1,81,9,5,0.5,80,120
Oshawott,60,0.26,3851,1,501,11,20,2.0,60,120
Kangaskhan,80,0.39,4950,3,115,1,35,2.5,80,160
Tropius,80,1.52,7296,1,357,7,10,1.0,80,160
Larvesta,70,0.05,1378,2,636,6,0,0.0,70,140
Munna,60,0.06,3935,1,517,10,10,1.5,60,120
Weezing,70,0.39,6779,2,110,7,25,1.5,70,140
Shaymin,70,1.29,2029,1,492,7,30,2.0,70,140
Bergmite,70,0.04,2850,2,712,11,10,1.0,70,140
Anorith,70,0.3,6320,1,347,5,10,2.0,70,140
Raichu,80,13.99,7921,1,26,8,35,2.0,80,160
Axew,60,3.0,4360,1,610,1,10,1.0,60,60
Litwick,60,0.12,1756,1,607,6,0,0.0,60,120
Tyrogue,40,2.04,6870,1,236,5,10,1.0,40,80
Grovyle,70,0.28,6505,1,253,7,15,1.0,100,140
